,0
0,109.46129690553704
1,107.27647012832743
2,95.2198240360758
3,73.57495980097463
4,97.72418499919586
5,94.784886416019
6,101.82964751547198
7,100.34490516559549
8,115.86599367111188
9,82.93221907890893
10,114.26483683192782
11,87.66533507603542
12,85.35228523254841
13,92.48251133691038
14,100.6919658453398
15,86.667014901378
16,117.81135321221987
17,84.37508536090263
18,98.54978091215632
19,92.47096141029317
20,84.3752842232829
21,84.37541679820308
22,93.95379417329792
23,89.02131331161102
24,98.91205626143426
25,116.12461334855553
26,104.40220020957591
27,108.07157994026983
28,102.5730390142829
29,87.21935067354826
30,108.53451050665302
31,101.60783763253873
32,103.79459336612352
33,103.10437521341478
34,107.75900422373994
35,104.44666243745934
36,100.04377782273257
37,103.88251215875883
38,93.78705045123358
39,97.64539519516514
40,106.2529398727746
41,101.06219669012845
42,108.42388814424822
43,101.1409690402972
44,124.27141411778658
45,101.4451634299375
46,103.88310874589966
47,108.14098552402842
48,103.42671761780386
49,99.96317211365995
50,89.0228710669232
51,100.515152356689
52,101.10263393650706
53,103.92137363334227
54,109.70250426714121
55,93.94661196855664
56,104.89818916078531
57,92.96418966370807
58,105.61129389414066
59,103.67276000159889
60,116.42577064622037
61,100.51561636890966
62,95.77956477635307
63,106.35597595459532
64,105.1794988684285
65,101.11304567119714
66,108.175276805735
67,97.31397873249408
68,108.25424623799883
69,100.51608038113031
70,100.92763647893213
71,106.04421694801974
72,95.33749877658998
73,109.37243816209744
74,96.49809558844578
75,109.09879477539934
76,110.58269263431369
77,104.97038815604002
78,92.42464000389036
79,102.57836948265994
80,110.86801337486168
81,100.5360967942501
82,96.7032544086888
83,95.45804130001392
84,92.48020658254916
85,98.68604907200326
86,92.96617828751084
87,106.2032096227596
88,101.42060409637365
89,100.52376638435307
90,116.12888888973148
91,109.61446641393599
92,98.34953159017705
93,104.91162221964686
94,103.4535074432287
95,100.51826786731336
96,100.51833415477344
97,104.95573147952453
98,102.02832444827477
99,103.60271104161315
100,96.69221216016504
101,108.20786750715283
102,101.3588165539795
103,102.34520513540518
104,96.81706617415361
105,103.00074150521563
106,103.21168180810113
107,99.19745225040793
108,103.85443161747327
109,93.85024188300699
110,93.27247133959696
111,103.22331894730306
112,103.45602089523672
113,116.42941645652546
114,100.81291707081985
115,116.97208300560145
116,96.97685897496068
117,104.87859463180354
118,104.91311368749894
119,101.57794391615198
120,100.06107746056567
121,98.85531354073727
122,92.96863092353426
123,121.48664545626123
124,96.63577756262407
125,99.46701561906899
126,108.95559284480447
127,104.28913999227551
128,80.6042962445401
129,95.42701313147015
130,104.87560238932545
131,102.98261973649207
132,97.30101215003913
133,107.04304372863952
134,96.63627471857475
135,121.48724204340206
136,92.69827377166753
137,101.15402658889361
138,97.54706637086655
139,102.94268769853375
140,102.96132766320268
141,88.48809482942686
142,93.07102036414592
143,105.68319973399396
144,101.87396311270835
145,100.52125080301751
146,92.98739358246956
147,108.7270413749676
148,98.14734080791517
149,103.88963806071877
150,98.87867512675287
151,102.66478707902735
152,100.5217479589682
153,110.07737786322531
154,102.56824267364978
155,102.77394442263997
156,107.01103254607264
157,108.38978536489093
158,89.61271437375325
159,105.8473340222248
160,122.18327089941835
161,100.18758100492522
162,90.8805912673136
163,77.69583742534212
164,93.97170516125914
165,103.071375932248
166,110.72337000278371
167,102.82056235303457
168,99.61996336230327
169,104.88709762348036
170,107.40368654450961
171,110.15305406083077
172,91.3978855090135
173,101.33595050985286
174,100.00883725664676
175,111.64632842430407
176,104.62400480017166
177,99.12666729438087
178,96.33498962616581
179,116.67923227795228
180,96.56537273248556
181,103.85252405069737
182,109.01438130763131
183,101.65480462441943
184,96.04483692424168
185,96.94095881721586
186,74.69669606657206
187,100.19716428462942
188,102.92037836961961
189,106.03663815237694
190,93.71829437464807
191,104.46851421533701
192,82.3298512876641
193,101.64341615006943
194,89.72513664217999
195,76.97052699788841
196,104.5363735528444
197,98.72237755928167
198,105.73328902820204
199,107.16925551121005
200,98.80147326802056
201,96.2877069663561
202,106.07126428229073
203,98.64642426341024
204,101.71847786077572
205,105.57071688550354
206,61.91123046635101
207,102.82364471992886
208,102.82371100738897
209,95.90982513881174
210,79.22625089981437
211,104.61940544796386
212,95.03547548381862
213,92.89416356415406
214,107.23744038393919
215,94.96235660058584
216,94.75811437980182
217,102.92203231371091
218,97.33946041814004
219,101.03167616584362
220,95.70205403612042
221,98.62981286314049
222,101.02729565789556
223,101.90363889508608
224,92.63816030231195
225,97.50594859670143
226,97.97226343196915
227,100.70451564702395
228,100.34461001102336
229,103.22546062643183
230,106.10565693816736
231,96.19968975052535
232,105.67433308560392
233,95.68140666053155
234,115.7154617487605
235,107.11345182866374
236,118.23418705889378
237,80.5888794752334
238,101.10670047009671
239,93.08399036531459
240,99.9215228309803
241,99.17125260786875
242,103.07744123484646
243,114.2008289671
244,82.67238695880252
245,99.04928048550528
246,97.34266031291016
247,103.87833139421765
248,98.18202145575783
249,104.89234071606978
250,102.64723802387144
251,103.31781884943798
252,84.49271707730762
253,106.2707140772201
254,92.30524546771584
255,91.15293837001826
256,93.73973609027212
257,98.13842653400717
258,105.85052098644145
259,95.67279563464218
260,107.02954184841599
261,103.75791354946615
262,94.9196462158057
263,102.55021172026089
264,98.08017163321566
265,102.00157257396685
266,97.48823363848527
267,99.04847160897145
268,116.46468486507597
269,93.19845549072011
270,101.77002152466483
271,103.18397621270947
272,96.97700786044105
273,78.46093555083188
274,99.66646057514633
275,96.0214462389927
276,97.63127010120803
277,90.21046538506344
278,101.64974660250826
279,94.55588132184386
280,92.91668484896026
281,89.44596801186901
282,97.16037308414913
283,103.88071774278099
284,101.03611742566981
285,102.63454141545996
286,102.51921097028631
287,115.71910755906559
288,103.63732104002881
289,101.1825102384983
290,96.04250081188856
291,103.59481877343013
292,107.26925391280541
293,103.08072246412104
294,103.44909998128034
295,95.56817692050612
296,116.79527899339831
297,99.12387630316734
298,100.95715706625612
299,104.19189471021198
300,98.11036421076949
301,106.7547845905984
302,84.28747225984117
303,115.17783304665154
304,102.04352708015004
305,102.2360720471071
306,96.22444030540878
307,104.67035208815717
308,104.10066547361865
309,101.40124333295586
310,93.83032641726086
311,88.35115028976695
312,103.38118282754616
313,103.93808497666767
314,96.76171103346377
315,97.60379641832345
316,102.57526591364491
317,98.77707986068748
318,102.64413066576748
319,99.92699154643792
320,110.7119287454173
321,97.22419305035794
322,95.59437978689516
323,101.61848299448597
324,103.88350181610487
325,101.30754786302312
326,103.4054444666138
327,88.1069307033923
328,100.15429495563373
329,95.94344753143223
330,100.29859746052416
331,103.82036081981438
332,100.68985893682131
333,103.05935064530713
334,97.61922642124112
335,94.850172579008
336,94.53351101030782
337,95.2497798770605
338,104.97703409590123
339,94.26134350565346
340,99.54480944824732
341,89.1995356744567
342,100.13729496134496
343,107.70929557928037
344,108.58747725706246
345,96.02847383561846
346,97.39716683112931
347,103.40803279002586
348,116.01062832180119
349,103.25827378855362
350,99.10111429698179
351,102.21368278411235
352,100.02949808615139
353,105.32547623527518
354,93.28553142247104
355,102.83931408218413
356,98.6006986813548
357,116.44604354106684
358,95.19938608700446
359,101.72796934786314
360,91.92406250216823
361,119.95024691093332
362,87.89025612590929
363,95.8550607540401
364,101.9743843541737
365,95.8444280255924
366,102.49453492660933
367,92.15644818761584
368,78.48905861494572
369,86.80374866291731
370,97.94257245022153
371,89.88249514388153
372,107.22782514807732
373,122.45841968177825
374,104.33198607933366
375,107.28158391909476
376,93.58951462246479
377,93.57848891497298
378,96.00390832633322
379,82.43601642383265
380,93.69083254245348
381,102.00176187248594
382,102.0730177700197
383,98.56884797454592
384,111.09986343238839
385,114.6386480275145
386,116.22708801209437
387,106.42716573395184
388,98.81110676210018
389,94.55805784878322
390,105.39489094907934
391,98.21063574335622
392,94.45809585298161
393,102.8422970178883
394,100.15507516300606
395,100.62701504052471
396,93.18883211091924
397,115.48141127489386
398,102.60032339852326
399,94.00127464286874
400,107.76905378009113
401,97.61362734475219
402,104.73484125262196
403,94.40805886203061
404,108.8608786034365
405,96.68375214090317
406,101.71350760984147
407,91.68758387189865
408,80.67733601890623
409,115.02987890438031
410,100.8379504442608
411,90.65300382080599
412,111.38075775581764
413,95.55631971744721
414,92.85314477463369
415,95.57329217935388
416,103.67702170682624
417,105.17338539584334
418,91.62222454713863
419,102.07590127453372
420,102.23245860481144
421,102.65568163240629
422,96.5354973484504
423,91.06688101328425
424,94.02340186991367
425,98.02112050766392
426,102.84448450407135
427,105.12343995879502
428,102.6912962128489
429,96.5680297106017
430,107.60348147440551
431,102.96583334176852
432,95.5912010761604
433,113.96886654822626
434,97.21473264862696
435,95.48852532249468
436,98.72240922245007
437,104.9114392625327
438,102.179194864145
439,81.0567949910931
440,94.20559898178871
441,97.8223341660447
442,95.30219232845698
443,104.36683816319007
444,104.94773764785616
445,98.72320467197119
446,104.88556293267884
447,75.54032114616768
448,99.96317535650203
449,108.45910033110817
450,98.34524401534333
451,97.90399571614246
452,95.71553439708947
453,96.77357002204727
454,102.84697028382482
455,103.59683917981273
456,99.61877184888061
457,98.47878766255002
458,113.97052373472857
459,76.74195834628608
460,97.2896035927487
461,94.38463165780183
462,100.59491361882212
463,115.48634969067075
464,102.84756687096565
465,97.9508472575525
466,98.67380235815637
467,78.46444537532813
468,94.18629746910833
469,98.31330277581695
470,101.6055432681387
471,114.88451444454824
472,96.41351554957397
473,96.87082726741764
474,104.37262375522386
475,98.72492814593359
476,93.59680624307495
477,99.95692471769839
478,105.33077056122133
479,95.59421715559462
480,101.5213212104903
481,102.28987903653056
482,98.71930719128439
483,102.66018917969257
484,93.6063917868488
485,98.5763716012664
486,92.9716983312374
487,103.78386034921148
488,93.04907961300955
489,107.55480342909908
490,102.57001022530885
491,95.8183031569522
492,86.76940637040045
493,97.62871288837408
494,118.06166733328533
495,97.19140311689918
496,100.64177828848541
497,98.7260881764852
498,102.64074796361986
499,98.72618760767534
500,78.00498271021928
501,96.63560853150281
502,95.15830375075265
503,96.14626296456088
504,90.01750520083256
505,97.94574867528583
506,103.35641036003885
507,104.35377893541182
508,95.64645878279788
509,99.96658916069678
510,102.04677323465435
511,101.78764019719077
512,101.18532482760811
513,105.33675298398032
514,101.29019531855178
515,102.39142226816344
516,102.9995966538866
517,96.87331304717111
518,102.44605078028323
519,101.60041686717031
520,92.93665942356405
521,102.6100612325909
522,96.87357819701148
523,99.39560735646904
524,101.84666102861895
525,102.68623610346626
526,100.82590983252375
527,100.08492277151403
528,102.32583790833458
529,105.106595005973
530,108.1895922847169
531,105.64298593664498
532,107.01012602730007
533,90.18448892963966
534,94.49271256447531
535,97.3692913916561
536,98.12865605058407
537,100.85101610206465
538,101.4351797268162
539,99.17783803751723
540,93.01810101609944
541,101.23283669453494
542,103.81185874340974
543,82.9890106442169
544,100.49779492493212
545,95.9217683388369
546,108.63694171781714
547,96.82246977517076
548,98.89838162518186
549,91.60012066907804
550,105.15229609152406
551,102.61745643217732
552,92.77990988551223
553,104.4948100672073
554,102.54517836454683
555,98.29640409473517
556,98.80183768574412
557,100.29445817392826
558,97.79121186386948
559,114.44000354892972
560,86.07505039211676
561,108.02167807202233
562,99.94989856083956
563,90.65609158825224
564,99.37048278399752
565,96.65999825565649
566,91.98112530849583
567,102.6375072562419
568,97.95691617709501
569,91.03241547914813
570,119.40719211319458
